cart_items_id,Created_at,Quantity,Deal_ID,Mockup_ID,Mockup_version,Sock_unit_price,Pkg_unit_price,Product_ID,Unit_price,Cart_total,Created_on
68932,2023-01-03T22:14:27.761Z,,,,,,$0.00,,,2.0,2023-01-03
68918,2023-01-03T20:48:45.593Z,,,,,,,,,500.0,2023-01-03
68922,2023-01-03T22:07:04.156Z,150.0,,134041.0,3.0,$11.42,,,,150.0,2023-01-03
69104,2023-01-04T22:59:58.553Z,,,,,,$12.50,,,2.0,2023-01-04
68978,2023-01-04T01:39:43.457Z,60.0,,33992.0,1.0,$14.24,,,,60.0,2023-01-04
69057,2023-01-04T19:14:15.227Z,,,,,,,,,120.0,2023-01-04
68988,2023-01-04T08:14:01.046Z,60.0,,134292.0,1.0,$14.24,,,,60.0,2023-01-04
69034,2023-01-04T18:05:59.786Z,,,,,,$0.39,,,800.0,2023-01-04
69046,2023-01-04T18:34:31.559Z,,,,,,$0.39,,,240.0,2023-01-04
69052,2023-01-04T18:47:34.762Z,125.0,,134567.0,1.0,$8.38,,,,125.0,2023-01-04
69100,2023-01-04T21:56:57.800Z,60.0,,132192.0,6.0,$14.24,,,,60.0,2023-01-04
69020,2023-01-04T17:20:38.501Z,158.0,,131811.0,2.0,$8.00,,,,158.0,2023-01-04
69010,2023-01-04T16:43:38.067Z,,,,,,$0.00,,,800.0,2023-01-04
69101,2023-01-04T21:56:57.816Z,,,,,,$1.50,,,60.0,2023-01-04
69098,2023-01-04T21:50:35.193Z,500.0,,100873.0,1.0,$9.73,,,,500.0,2023-01-04
69099,2023-01-04T21:50:35.210Z,,,,,,,,,500.0,2023-01-04
69009,2023-01-04T16:43:38.053Z,800.0,,130181.0,1.0,$4.43,,,,800.0,2023-01-04
69097,2023-01-04T21:49:57.860Z,5.0,,134579.0,1.0,$8.60,,,,208.0,2023-01-04
68976,2023-01-04T01:29:24.585Z,60.0,,33995.0,1.0,$14.24,,,,60.0,2023-01-04
69068,2023-01-04T19:16:42.612Z,200.0,,134569.0,1.0,$11.98,,,,200.0,2023-01-04
68974,2023-01-04T01:28:32.985Z,120.0,,84272.0,2.0,$10.34,,,,120.0,2023-01-04
69058,2023-01-04T19:14:15.241Z,120.0,,77036.0,1.0,$7.36,,,,120.0,2023-01-04
69077,2023-01-04T20:21:59.726Z,75.0,,101435.0,1.0,$9.97,,,,75.0,2023-01-04
69051,2023-01-04T18:47:34.749Z,,,,,,$1.00,,,125.0,2023-01-04
69074,2023-01-04T20:20:19.410Z,,,,,,$1.00,,,120.0,2023-01-04
68997,2023-01-04T15:21:22.113Z,60.0,,128341.0,3.0,$9.97,,,,60.0,2023-01-04
69073,2023-01-04T20:20:19.375Z,120.0,,134543.0,1.0,$8.00,,,,120.0,2023-01-04
68996,2023-01-04T15:21:22.098Z,,,,,,,,,60.0,2023-01-04
69045,2023-01-04T18:34:31.542Z,240.0,,134445.0,1.0,$7.36,,,,240.0,2023-01-04
69081,2023-01-04T20:27:21.143Z,,,,,,$1.00,,,120.0,2023-01-04
69096,2023-01-04T21:47:56.860Z,203.0,,134579.0,1.0,$8.60,,,,208.0,2023-01-04
69082,2023-01-04T20:27:21.157Z,120.0,,119505.0,1.0,$8.00,,,,120.0,2023-01-04
69095,2023-01-04T21:47:56.845Z,,,,,,$1.00,,,208.0,2023-01-04
69060,2023-01-04T19:14:24.951Z,120.0,,77046.0,2.0,$7.36,,,,120.0,2023-01-04
68971,2023-01-04T00:51:05.480Z,,,,,,,,,120.0,2023-01-04
69036,2023-01-04T18:07:34.333Z,,,,,,,,,120.0,2023-01-04
69059,2023-01-04T19:14:24.939Z,,,,,,,,,120.0,2023-01-04
69042,2023-01-04T18:24:25.019Z,120.0,,47191.0,1.0,$8.00,,,,120.0,2023-01-04
69035,2023-01-04T18:07:34.310Z,120.0,,119032.0,1.0,$8.00,,,,120.0,2023-01-04
69041,2023-01-04T18:24:25.004Z,,,,,,$1.00,,,120.0,2023-01-04
69064,2023-01-04T19:15:01.716Z,120.0,,134499.0,1.0,$7.36,,,,120.0,2023-01-04
68998,2023-01-04T15:35:41.743Z,,,,,,$1.00,,,120.0,2023-01-04
68968,2023-01-04T00:28:26.340Z,,,,,,$12.50,,,2.0,2023-01-04
69023,2023-01-04T17:47:34.333Z,,,,,,,,,60.0,2023-01-04
68969,2023-01-04T00:28:26.354Z,2.0,,132882.0,1.0,$75.00,,,,2.0,2023-01-04
68964,2023-01-04T00:02:22.104Z,,,,,,$1.50,,,80.0,2023-01-04
69007,2023-01-04T16:36:44.879Z,,,,,,$0.55,,,400.0,2023-01-04
68967,2023-01-04T00:10:59.375Z,240.0,,127520.0,4.0,$10.51,,,,240.0,2023-01-04
68999,2023-01-04T15:35:41.758Z,120.0,,132510.0,1.0,$11.42,,,,120.0,2023-01-04
69087,2023-01-04T20:39:07.840Z,60.0,,112333.0,3.0,$14.84,,,,60.0,2023-01-04
69088,2023-01-04T20:39:07.857Z,,,,,,,,,60.0,2023-01-04
68994,2023-01-04T15:07:32.096Z,176.0,,134444.0,2.0,$8.00,,,,176.0,2023-01-04
68995,2023-01-04T15:07:32.121Z,,,,,,$1.00,,,176.0,2023-01-04
68992,2023-01-04T15:02:00.974Z,120.0,,134333.0,1.0,$11.98,,,,120.0,2023-01-04
69085,2023-01-04T20:37:33.523Z,2.0,,134504.0,3.0,$75.00,,,,2.0,2023-01-04
69022,2023-01-04T17:47:34.295Z,,,,,,,,,60.0,2023-01-04
69008,2023-01-04T16:36:44.897Z,,,108170.0,2.0,$6.98,,,,400.0,2023-01-04
68993,2023-01-04T15:02:00.990Z,,,,,,$1.00,,,120.0,2023-01-04
69037,2023-01-04T18:09:59.996Z,,,,,,$1.00,,,120.0,2023-01-04
69038,2023-01-04T18:10:00.014Z,120.0,,133671.0,2.0,$8.38,,,,120.0,2023-01-04
69076,2023-01-04T20:20:43.879Z,,,,,,$1.00,,,120.0,2023-01-04
69017,2023-01-04T17:16:13.000Z,120.0,,113323.0,1.0,$11.42,,,,120.0,2023-01-04
68977,2023-01-04T01:29:24.597Z,,,,,,$0.70,,,60.0,2023-01-04
69075,2023-01-04T20:20:43.860Z,120.0,,134545.0,1.0,$8.00,,,,120.0,2023-01-04
69024,2023-01-04T17:47:34.352Z,60.0,,116963.0,1.0,$9.97,,,,60.0,2023-01-04
69016,2023-01-04T17:15:38.605Z,,,,,,$0.70,,,120.0,2023-01-04
69078,2023-01-04T20:21:59.740Z,,,,,,$1.50,,,75.0,2023-01-04
69015,2023-01-04T17:15:38.592Z,120.0,,113324.0,1.0,$11.42,,,,120.0,2023-01-04
69047,2023-01-04T18:35:30.461Z,240.0,,134443.0,1.0,$7.36,,,,240.0,2023-01-04
69048,2023-01-04T18:35:30.474Z,,,,,,$0.39,,,240.0,2023-01-04
69019,2023-01-04T17:20:38.485Z,,,,,,$1.00,,,158.0,2023-01-04
69021,2023-01-04T17:47:34.244Z,60.0,,116952.0,1.0,$9.97,,,,60.0,2023-01-04
69039,2023-01-04T18:16:51.254Z,60.0,,,,,,28978.0,$9.97,60.0,2023-01-04
69053,2023-01-04T18:55:12.051Z,,,,,,$1.50,,,73.0,2023-01-04
68966,2023-01-04T00:10:59.361Z,,,,,,$0.70,,,240.0,2023-01-04
69063,2023-01-04T19:15:01.701Z,,,,,,,,,120.0,2023-01-04
69066,2023-01-04T19:15:42.792Z,120.0,,134497.0,1.0,$7.36,,,,120.0,2023-01-04
69062,2023-01-04T19:14:36.302Z,120.0,,77037.0,2.0,$7.36,,,,120.0,2023-01-04
68975,2023-01-04T01:28:33.006Z,,,,,,$0.70,,,120.0,2023-01-04
69079,2023-01-04T20:24:04.543Z,,,,,,$1.50,,,60.0,2023-01-04
69065,2023-01-04T19:15:42.777Z,,,,,,,,,120.0,2023-01-04
69061,2023-01-04T19:14:36.282Z,,,,,,,,,120.0,2023-01-04
69067,2023-01-04T19:16:42.597Z,,,,,,$1.00,,,200.0,2023-01-04
69032,2023-01-04T17:59:22.080Z,1000.0,,,,$6.62,,,,1000.0,2023-01-04
69026,2023-01-04T17:55:17.503Z,,,,,,,,,200.0,2023-01-04
69030,2023-01-04T17:57:45.632Z,60.0,,37418.0,1.0,$9.76,,,,60.0,2023-01-04
69029,2023-01-04T17:57:45.602Z,,,,,,$1.50,,,60.0,2023-01-04
69110,2023-01-04T23:50:08.649Z,300.0,,16687.0,2.0,$7.15,,,,300.0,2023-01-04
68970,2023-01-04T00:51:05.463Z,120.0,,133983.0,1.0,$11.42,,,,120.0,2023-01-04
69109,2023-01-04T23:50:08.633Z,,,,,,$0.70,,,300.0,2023-01-04
69054,2023-01-04T18:55:12.072Z,73.0,,133530.0,1.0,$9.97,,,,73.0,2023-01-04
69031,2023-01-04T17:59:22.066Z,,,,,,$0.39,,,1000.0,2023-01-04
69108,2023-01-04T23:40:49.200Z,,,,,,,,,120.0,2023-01-04
68965,2023-01-04T00:02:22.118Z,80.0,,121457.0,2.0,$9.97,,,,80.0,2023-01-04
69028,2023-01-04T17:56:28.902Z,,,,,,,,,200.0,2023-01-04
69027,2023-01-04T17:56:28.886Z,200.0,,134118.0,1.0,$8.00,,,,200.0,2023-01-04
69056,2023-01-04T19:14:02.307Z,120.0,,77035.0,1.0,$7.36,,,,120.0,2023-01-04
69107,2023-01-04T23:34:54.352Z,,,,,,$0.00,,,500.0,2023-01-04
69106,2023-01-04T23:06:48.663Z,,,,,,$0.39,,,100.0,2023-01-04
69105,2023-01-04T23:06:48.650Z,100.0,,90909.0,1.0,$6.81,,,,100.0,2023-01-04
69025,2023-01-04T17:55:17.482Z,200.0,,134367.0,2.0,$8.00,,,,200.0,2023-01-04
69050,2023-01-04T18:36:11.970Z,,,,,,$0.39,,,240.0,2023-01-04
69080,2023-01-04T20:24:04.557Z,60.0,,134584.0,1.0,$9.97,,,,60.0,2023-01-04
69055,2023-01-04T19:14:02.291Z,,,,,,,,,120.0,2023-01-04
69011,2023-01-04T16:44:41.892Z,310.0,,133357.0,4.0,$10.21,,,,310.0,2023-01-04
69012,2023-01-04T16:44:41.907Z,,,,,,$0.70,,,310.0,2023-01-04
69002,2023-01-04T16:16:50.093Z,450.0,,30456.0,2.0,$6.81,,,,500.0,2023-01-04
69049,2023-01-04T18:36:11.955Z,240.0,,134442.0,1.0,$7.36,,,,240.0,2023-01-04
68979,2023-01-04T01:39:43.480Z,,,,,,$0.70,,,60.0,2023-01-04
69018,2023-01-04T17:16:13.016Z,,,,,,$0.70,,,120.0,2023-01-04
69000,2023-01-04T16:14:48.572Z,,,,,,$0.41,,,500.0,2023-01-04
69001,2023-01-04T16:14:48.586Z,50.0,,30456.0,2.0,$6.81,,,,500.0,2023-01-04
68989,2023-01-04T08:14:01.091Z,,,,,,,,,60.0,2023-01-04
69103,2023-01-04T22:49:55.518Z,300.0,,,,,,28982.0,$7.22,300.0,2023-01-04
69033,2023-01-04T18:05:59.773Z,800.0,,134193.0,1.0,$6.46,,,,800.0,2023-01-04
69102,2023-01-04T22:49:55.505Z,,,,,,,,,300.0,2023-01-04
69143,2023-01-05T17:46:47.778Z,,,,,,,,,60.0,2023-01-05
69119,2023-01-05T01:18:18.903Z,,,,,,$0.44,,,2000.0,2023-01-05
69243,2023-01-05T22:35:41.025Z,,,,,,$1.00,,,150.0,2023-01-05
69153,2023-01-05T18:13:43.207Z,,,,,,$1.00,,,150.0,2023-01-05
69226,2023-01-05T21:48:27.006Z,,,,,,$0.70,,,240.0,2023-01-05
69225,2023-01-05T21:48:26.990Z,120.0,,,,$12.29,,,,240.0,2023-01-05
69126,2023-01-05T15:25:42.038Z,,,,,,,,,275.0,2023-01-05
69241,2023-01-05T22:28:37.944Z,120.0,,97539.0,2.0,$8.00,,,,120.0,2023-01-05
69240,2023-01-05T22:28:37.935Z,,,,,,,,,120.0,2023-01-05
69127,2023-01-05T16:16:09.234Z,60.0,,133944.0,6.0,$10.60,,,,60.0,2023-01-05
69232,2023-01-05T22:24:21.840Z,,,,,,$1.50,,,60.0,2023-01-05
69233,2023-01-05T22:24:21.852Z,60.0,,129736.0,3.0,$9.97,,,,60.0,2023-01-05
69234,2023-01-05T22:28:05.276Z,,,,,,,,,120.0,2023-01-05
69130,2023-01-05T16:32:14.223Z,60.0,,122705.0,3.0,$10.39,,,,60.0,2023-01-05
69236,2023-01-05T22:28:18.825Z,,,,,,,,,120.0,2023-01-05
69235,2023-01-05T22:28:05.291Z,120.0,,95662.0,2.0,$8.00,,,,120.0,2023-01-05
69237,2023-01-05T22:28:18.842Z,120.0,,95664.0,1.0,$8.00,,,,120.0,2023-01-05
69132,2023-01-05T16:32:55.546Z,60.0,,122705.0,2.0,$10.39,,,,60.0,2023-01-05
69239,2023-01-05T22:28:30.385Z,120.0,,95665.0,1.0,$8.00,,,,120.0,2023-01-05
69238,2023-01-05T22:28:30.373Z,,,,,,,,,120.0,2023-01-05
69154,2023-01-05T18:13:43.221Z,150.0,,13785.0,1.0,$8.00,,,,150.0,2023-01-05
69134,2023-01-05T17:11:51.640Z,60.0,,134602.0,2.0,$9.97,,,,60.0,2023-01-05
69157,2023-01-05T18:23:57.958Z,1000.0,,119313.0,2.0,$8.39,,,,1400.0,2023-01-05
69146,2023-01-05T17:55:10.610Z,1.0,,133683.0,1.0,$8.00,,,,120.0,2023-01-05
69147,2023-01-05T17:55:14.125Z,1.0,,133683.0,1.0,$8.00,,,,120.0,2023-01-05
69155,2023-01-05T18:20:13.497Z,,,,,,,,,60.0,2023-01-05
69156,2023-01-05T18:20:13.504Z,60.0,,111154.0,1.0,$9.97,,,,60.0,2023-01-05
69152,2023-01-05T18:04:03.687Z,,,,,,$0.34,,,1400.0,2023-01-05
69151,2023-01-05T18:04:03.674Z,400.0,,119313.0,2.0,$8.39,,,,1400.0,2023-01-05
69125,2023-01-05T15:17:44.728Z,,,,,,$0.55,,,360.0,2023-01-05
69115,2023-01-05T00:57:58.265Z,360.0,,134591.0,2.0,$6.78,,,,360.0,2023-01-05
69141,2023-01-05T17:46:25.610Z,100.0,,123080.0,1.0,$14.24,,,,100.0,2023-01-05
69161,2023-01-05T18:34:00.926Z,,,,,,$0.70,,,120.0,2023-01-05
69163,2023-01-05T18:34:40.389Z,,,,,,$0.70,,,120.0,2023-01-05
69160,2023-01-05T18:34:00.914Z,120.0,,134322.0,2.0,$9.29,,,,120.0,2023-01-05
69162,2023-01-05T18:34:40.374Z,120.0,,134312.0,2.0,$9.29,,,,120.0,2023-01-05
69164,2023-01-05T18:35:30.243Z,150.0,,,,,,28989.0,$3.50,150.0,2023-01-05
69167,2023-01-05T18:36:40.850Z,,,,,,,,,150.0,2023-01-05
69168,2023-01-05T18:36:40.862Z,150.0,,,,,,28988.0,$9.29,150.0,2023-01-05
69176,2023-01-05T19:27:31.900Z,,,,,,,,,240.0,2023-01-05
69175,2023-01-05T19:27:31.884Z,240.0,,133978.0,4.0,$10.51,,,,240.0,2023-01-05
69171,2023-01-05T19:02:31.767Z,,,,,,$12.50,,,2.0,2023-01-05
69172,2023-01-05T19:02:31.779Z,2.0,,132622.0,2.0,$75.00,,,,2.0,2023-01-05
69177,2023-01-05T19:40:25.223Z,,,,,,,,,2.0,2023-01-05
69178,2023-01-05T19:40:25.237Z,2.0,,134411.0,1.0,$87.50,,,,2.0,2023-01-05
69180,2023-01-05T19:58:18.772Z,,,,,,$0.70,,,240.0,2023-01-05
69179,2023-01-05T19:58:18.758Z,240.0,,70329.0,2.0,$7.36,,,,240.0,2023-01-05
69214,2023-01-05T21:08:23.698Z,120.0,,132527.0,1.0,$8.60,,,,120.0,2023-01-05
69181,2023-01-05T20:04:14.284Z,,,,,,$12.50,,,2.0,2023-01-05
69190,2023-01-05T20:04:51.561Z,,,,,,$12.50,,,2.0,2023-01-05
69209,2023-01-05T21:00:29.389Z,,,,,,,,,200.0,2023-01-05
69210,2023-01-05T21:00:29.404Z,200.0,,111064.0,1.0,$8.00,,,,200.0,2023-01-05
69213,2023-01-05T21:08:23.683Z,,,,,,,,,120.0,2023-01-05
69217,2023-01-05T21:19:23.336Z,,,,,,$12.50,,,2.0,2023-01-05
69219,2023-01-05T21:19:23.352Z,2.0,,134538.0,2.0,$75.00,,,,2.0,2023-01-05
69183,2023-01-05T20:04:14.299Z,2.0,,134659.0,1.0,$75.00,,,,2.0,2023-01-05
69192,2023-01-05T20:04:51.576Z,2.0,,134613.0,1.0,$75.00,,,,2.0,2023-01-05
69185,2023-01-05T20:04:28.180Z,,,,,,$12.50,,,2.0,2023-01-05
69187,2023-01-05T20:04:28.196Z,2.0,,134645.0,1.0,$75.00,,,,2.0,2023-01-05
69195,2023-01-05T20:26:51.663Z,,,,,,$1.00,,,120.0,2023-01-05
69196,2023-01-05T20:26:51.675Z,120.0,,,,$9.97,,,,120.0,2023-01-05
69197,2023-01-05T20:26:56.510Z,,,,,,$1.00,,,120.0,2023-01-05
69124,2023-01-05T15:10:00.393Z,250.0,,134522.0,1.0,$7.36,,,,250.0,2023-01-05
69142,2023-01-05T17:46:25.622Z,,,,,,$1.50,,,100.0,2023-01-05
69198,2023-01-05T20:26:56.524Z,120.0,,,,$9.97,,,,120.0,2023-01-05
69123,2023-01-05T15:10:00.376Z,,,,,,$0.70,,,250.0,2023-01-05
69199,2023-01-05T20:27:03.284Z,,,,,,$1.00,,,120.0,2023-01-05
69135,2023-01-05T17:12:49.861Z,,,,,,,,,60.0,2023-01-05
69200,2023-01-05T20:27:03.296Z,120.0,,,,$9.97,,,,120.0,2023-01-05
69202,2023-01-05T20:51:29.624Z,,,,,,,,,175.0,2023-01-05
69201,2023-01-05T20:51:29.604Z,175.0,,134804.0,1.0,$11.42,,,,175.0,2023-01-05
69136,2023-01-05T17:12:49.874Z,60.0,,134046.0,1.0,$9.97,,,,60.0,2023-01-05
69138,2023-01-05T17:25:32.333Z,,,,,,$1.50,,,75.0,2023-01-05
69253,2023-01-05T23:08:12.712Z,80.0,,134777.0,1.0,$9.97,,,,80.0,2023-01-05
69252,2023-01-05T23:08:12.698Z,,,,,,,,,80.0,2023-01-05
69204,2023-01-05T20:52:47.071Z,4695.0,,27001.0,3.0,$5.51,,,,4695.0,2023-01-05
69251,2023-01-05T22:57:20.711Z,80.0,,133286.0,2.0,$10.60,,,,80.0,2023-01-05
69129,2023-01-05T16:32:14.210Z,,,,,,,,,60.0,2023-01-05
69250,2023-01-05T22:57:20.700Z,,,,,,$1.50,,,80.0,2023-01-05
69205,2023-01-05T20:53:57.264Z,,,,,,$1.50,,,60.0,2023-01-05
69206,2023-01-05T20:53:57.276Z,60.0,,102522.0,3.0,$9.97,,,,60.0,2023-01-05
69208,2023-01-05T20:58:17.484Z,,,,,,$1.50,,,80.0,2023-01-05
69207,2023-01-05T20:58:17.471Z,80.0,,128039.0,1.0,$14.24,,,,80.0,2023-01-05
69211,2023-01-05T21:00:41.093Z,,,,,,$1.00,,,120.0,2023-01-05
69137,2023-01-05T17:25:32.316Z,75.0,,134712.0,1.0,$10.60,,,,75.0,2023-01-05
69212,2023-01-05T21:00:41.103Z,120.0,,129360.0,1.0,$8.00,,,,120.0,2023-01-05
69227,2023-01-05T21:51:51.216Z,120.0,,,,$12.29,,,,240.0,2023-01-05
69144,2023-01-05T17:51:27.064Z,,,,,,,,,120.0,2023-01-05
69145,2023-01-05T17:51:27.079Z,118.0,,133683.0,1.0,$8.00,,,,120.0,2023-01-05
